Day, Diff, Value
40, 56, 5.000000
3, 76, -10.000000
28, -53, 5.000000
65, -137, 5.000000
86, -120, 5.000000
83, 107, -5.000000
46, 93, 5.000000
69, 68, 5.000000
16, 80, -10.000000
15, -9, 5.000000
55, 145, 5.000000
2, 31, -10.000000
80, -31, 5.000000
57, -146, 5.000000
59, 67, 5.000000
9, -134, 5.000000
82, 96, -5.000000
45, 108, 5.000000
39, -81, 5.000000
68, 147, 5.000000
31, 41, 0.000000
53, -36, 5.000000
67, -11, 5.000000
81, -74, 5.000000
72, 37, -5.000000
58, 120, 5.000000
21, 116, 5.000000
10, -117, 5.000000
44, 59, 5.000000
7, 65, -10.000000
24, -58, 5.000000
87, 100, -5.000000
34, 80, 5.000000
34, -141, 5.000000
20, 35, 5.000000
11, -56, 5.000000
43, 130, 5.000000
6, 10, 5.000000
63, 92, 5.000000
21, -145, 5.000000
33, 25, 5.000000
35, -96, 5.000000
49, -31, 5.000000
79, -26, 5.000000
76, 40, -5.000000
62, 111, 5.000000
9, 97, -10.000000
22, -106, 5.000000
36, -15, 5.000000
89, 60, 5.000000
75, 113, 5.000000
38, 71, 5.000000
46, -130, 5.000000
8, 54, -10.000000
23, -35, 5.000000
88, -9, -10.000000
88, 115, -10.000000
51, 105, 5.000000
17, -100, 5.000000
37, 6, 5.000000
47, -75, 5.000000
61, -10, 5.000000
75, -37, 5.000000
89, -88, 5.000000
64, 27, 5.000000
4, -90, 5.000000
50, 98, 5.000000
13, 110, -10.000000
18, -27, 5.000000
32, -20, 5.000000
22, 132, 5.000000
79, 66, -5.000000
26, 122, 5.000000
5, -15, 5.000000
42, -115, 5.000000
12, 57, -10.000000
19, -50, 5.000000
55, 106, 5.000000
29, -119, 5.000000
25, 51, 5.000000
43, -42, 5.000000
57, -5, 5.000000
87, -52, 5.000000
68, 6, 5.000000
0, -71, 5.000000
54, 81, 5.000000
1, 91, -10.000000
30, -24, 5.000000
58, 143, 5.000000
81, 38, -5.000000
67, 87, -5.000000
30, 105, 5.000000
1, -18, 5.000000
54, -112, 5.000000
0, 12, 5.000000
82, -14, -10.000000
57, 62, 5.000000
80, 105, -5.000000
43, 127, 5.000000
25, -122, 5.000000
29, 32, 5.000000
55, -61, 5.000000
16, -134, 5.000000
83, -63, 5.000000
86, 34, -5.000000
33, 150, 5.000000
56, 113, 5.000000
19, 103, -10.000000
12, -116, 5.000000
42, 76, 5.000000
5, 88, -10.000000
85, 91, -5.000000
32, 89, 5.000000
71, 88, -5.000000
18, 100, -10.000000
13, -37, 5.000000
50, -89, 5.000000
4, 23, -10.000000
61, 51, 5.000000
84, 148, 5.000000
47, 0, 5.000000
37, -77, 5.000000
17, 53, -10.000000
51, -52, 5.000000
28, -147, 5.000000
74, 49, -5.000000
37, 139, 5.000000
60, 124, 5.000000
23, 104, 5.000000
8, -97, 5.000000
38, -62, 5.000000
73, 72, -5.000000
36, 68, 0.000000
22, 19, 5.000000
9, -48, 5.000000
62, -86, 5.000000
53, -142, 5.000000
49, 32, 5.000000
35, 21, 5.000000
33, -88, 5.000000
63, -7, 5.000000
78, 4, -10.000000
6, -65, 5.000000
48, 119, 5.000000
11, 125, -10.000000
20, -118, 5.000000
34, -39, 5.000000
77, 69, -5.000000
24, 111, 5.000000
7, -124, 5.000000
44, -110, 5.000000
10, 14, 5.000000
21, -59, 5.000000
58, -79, 5.000000
1, -133, 5.000000
53, 29, 5.000000
0, 135, 5.000000
31, -84, 5.000000
76, 146, 5.000000
39, 30, 5.000000
45, -35, 5.000000
59, -30, 5.000000
66, 11, 5.000000
2, -86, 5.000000
52, 74, 5.000000
15, 70, -10.000000
16, -11, 5.000000
69, -139, 5.000000
46, -44, 5.000000
74, -130, 5.000000
65, 114, 5.000000
28, 98, 5.000000
3, -119, 5.000000
40, -99, 5.000000
51, 131, 5.000000
14, 53, -10.000000
70, -52, 5.000000
84, -5, -10.000000
41, 10, 5.000000
27, -79, 5.000000
27, 43, 0.000000
41, -46, 5.000000
84, 31, -5.000000
70, 30, -5.000000
14, -95, 5.000000
40, 93, 5.000000
3, 83, -10.000000
28, -32, 5.000000
65, -150, 5.000000
26, 144, 5.000000
86, -147, 5.000000
83, 78, -5.000000
46, 70, 5.000000
38, -135, 5.000000
69, 111, 5.000000
16, 117, -10.000000
15, -110, 5.000000
52, -120, 5.000000
55, 140, 5.000000
2, 56, -10.000000
66, -37, 5.000000
59, 38, 5.000000
82, 125, 5.000000
45, 7, 5.000000
39, -118, 5.000000
31, 52, 0.000000
53, -57, 5.000000
72, 10, 5.000000
58, 101, 5.000000
21, 95, -10.000000
10, -108, 5.000000
44, 80, 5.000000
7, 92, -10.000000
24, -21, 5.000000
30, 135, 5.000000
78, 147, 5.000000
87, 67, -5.000000
34, 77, 5.000000
34, -148, 5.000000
20, 8, 5.000000
11, -81, 5.000000
48, -77, 5.000000
6, 47, -10.000000
78, -42, 5.000000
63, 59, 5.000000
33, 124, 5.000000
35, -121, 5.000000
12, -138, 5.000000
49, -60, 5.000000
76, 5, 5.000000
62, 112, 5.000000
9, 68, -10.000000
22, -117, 5.000000
59, -129, 5.000000
36, -34, 5.000000
73, -84, 5.000000
18, 138, 5.000000
89, 39, -5.000000
75, 84, -5.000000
38, 88, 5.000000
8, 27, -10.000000
23, -72, 5.000000
60, -90, 5.000000
74, -27, 5.000000
51, 12, 5.000000
17, -73, 5.000000
37, 97, 5.000000
47, -112, 5.000000
8, -135, 5.000000
61, -47, 5.000000
64, 48, 5.000000
4, -61, 5.000000
50, 127, 5.000000
13, 73, -10.000000
18, -2, 5.000000
71, -120, 5.000000
32, -63, 5.000000
85, -71, 5.000000
70, 149, 5.000000
79, 105, 5.000000
26, 103, 5.000000
5, -100, 5.000000
42, -106, 5.000000
12, 22, -10.000000
19, -75, 5.000000
56, -87, 5.000000
33, -138, 5.000000
86, -8, -10.000000
55, 1, 5.000000
29, -92, 5.000000
25, 86, 5.000000
43, -19, 5.000000
20, -148, 5.000000
57, -34, 5.000000
68, 35, 5.000000
0, -34, 5.000000
54, 74, 5.000000
1, 126, -10.000000
30, -115, 5.000000
67, -123, 5.000000
81, -58, 5.000000
81, 57, -5.000000
67, 122, 5.000000
30, 114, 5.000000
1, -127, 5.000000
54, -75, 5.000000
0, 33, -10.000000
68, -36, 5.000000
57, 33, 5.000000
20, 147, 5.000000
43, 18, 5.000000
25, -87, 5.000000
29, 91, 5.000000
55, -1, 5.000000
86, 7, -10.000000
33, 137, 5.000000
56, 86, 5.000000
19, 74, -10.000000
12, -23, 5.000000
42, 105, 5.000000
5, 99, -10.000000
26, -104, 5.000000
79, -106, 5.000000
70, -150, 5.000000
32, -1, 5.000000
85, 70, -5.000000
32, 62, 0.000000
71, 119, 5.000000
18, 1, 5.000000
13, -74, 5.000000
50, -128, 5.000000
4, 60, -10.000000
64, -49, 5.000000
61, 46, 5.000000
8, 134, -10.000000
47, 111, 5.000000
37, -98, 5.000000
17, 72, -10.000000
51, -13, 5.000000
74, 26, -5.000000
37, 150, 5.000000
60, 89, 5.000000
23, 71, 5.000000
8, -28, 5.000000
38, -89, 5.000000
75, -85, 5.000000
89, -40, -10.000000
18, -139, 5.000000
73, 83, -5.000000
36, 33, 5.000000
59, 128, 5.000000
22, 116, 5.000000
9, -69, 5.000000
62, -113, 5.000000
76, -6, 5.000000
49, 59, 5.000000
12, 137, -10.000000
35, 120, 5.000000
33, -125, 5.000000
63, -60, 5.000000
78, 41, -5.000000
15, -1, 5.000000
48, 76, 5.000000
11, 80, -10.000000
20, -9, 5.000000
34, 147, 5.000000
34, -78, 5.000000
87, -68, 5.000000
78, -148, 5.000000
30, -136, 5.000000
24, 20, 5.000000
7, -93, 5.000000
44, -81, 5.000000
10, 107, -10.000000
21, -96, 5.000000
58, -102, 5.000000
72, -11, 5.000000
53, 56, 5.000000
31, -53, 5.000000
39, 117, 5.000000
45, -8, 5.000000
82, -126, 5.000000
59, -39, 5.000000
66, 36, 5.000000
2, -57, 5.000000
55, -141, 5.000000
52, 119, 5.000000
15, 109, -10.000000
16, -118, 5.000000
69, -112, 5.000000
38, 134, 5.000000
46, -71, 5.000000
83, -79, 5.000000
86, 146, 5.000000
26, -145, 5.000000
65, 149, 5.000000
28, 31, 5.000000
3, -84, 5.000000
40, -94, 5.000000
14, 94, -10.000000
70, -31, 5.000000
84, -32, -10.000000
41, 45, 5.000000
27, -44, 5.000000
27, 78, 5.000000
41, -11, 5.000000
84, 4, -10.000000
70, 51, 5.000000
14, -54, 5.000000
51, -132, 5.000000
40, 98, 5.000000
3, 118, -10.000000
28, -99, 5.000000
65, -115, 5.000000
74, 129, 5.000000
46, 43, 5.000000
69, 138, 5.000000
16, 10, 5.000000
15, -71, 5.000000
52, -75, 5.000000
2, 85, -10.000000
66, -12, 5.000000
59, 29, 5.000000
82, 150, 5.000000
45, 34, 5.000000
39, -31, 5.000000
76, -147, 5.000000
31, 83, 5.000000
0, -136, 5.000000
53, -30, 5.000000
1, 132, 5.000000
58, 78, 5.000000
21, 58, -10.000000
10, -15, 5.000000
44, 109, 5.000000
7, 123, -10.000000
24, -112, 5.000000
77, -70, 5.000000
34, 38, 5.000000
20, 117, -10.000000
11, -126, 5.000000
48, -120, 5.000000
6, 64, -10.000000
78, -5, 5.000000
63, 6, 5.000000
33, 87, 5.000000
35, -22, 5.000000
49, -33, 5.000000
53, 141, 5.000000
62, 85, 5.000000
9, 47, -10.000000
22, -20, 5.000000
36, -69, 5.000000
73, -73, 5.000000
38, 61, 5.000000
8, 96, -10.000000
23, -105, 5.000000
60, -125, 5.000000
37, -140, 5.000000
74, -50, 5.000000
28, 146, 5.000000
51, 51, 5.000000
17, -54, 5.000000
37, 76, 5.000000
84, -149, 5.000000
61, -52, 5.000000
4, -24, 5.000000
50, 88, 5.000000
13, 36, -10.000000
18, -101, 5.000000
71, -89, 5.000000
32, -90, 5.000000
85, -92, 5.000000
26, 0, 5.000000
5, -89, 5.000000
42, -77, 5.000000
12, 115, -10.000000
19, -104, 5.000000
56, -114, 5.000000
86, -35, -10.000000
83, 62, -5.000000
16, 133, -10.000000
55, 60, 5.000000
29, -33, 5.000000
25, 121, 5.000000
43, -128, 5.000000
80, -106, 5.000000
57, -63, 5.000000
82, 13, -5.000000
0, -13, 5.000000
54, 111, 5.000000
1, 17, 5.000000
30, -106, 5.000000
67, -88, 5.000000
81, -39, 5.000000
58, -144, 5.000000
30, 23, 5.000000
1, -92, 5.000000
54, -82, 5.000000
0, 70, -10.000000
68, -7, 5.000000
87, 51, -5.000000
57, 4, 5.000000
43, 41, 5.000000
25, -52, 5.000000
29, 118, 5.000000
55, -107, 5.000000
19, 49, -10.000000
12, -58, 5.000000
42, 114, 5.000000
5, 14, 5.000000
26, -123, 5.000000
79, -67, 5.000000
22, -133, 5.000000
32, 19, 5.000000
18, 26, 5.000000
13, -111, 5.000000
50, -99, 5.000000
4, 89, -10.000000
64, -28, 5.000000
89, 87, -5.000000
75, 36, -5.000000
61, 9, 5.000000
47, 74, 5.000000
37, -7, 5.000000
17, 99, -10.000000
51, -106, 5.000000
88, -116, 5.000000
88, 8, -10.000000
23, 34, 5.000000
8, -55, 5.000000
46, 129, 5.000000
38, -72, 5.000000
75, -114, 5.000000
89, -61, 5.000000
36, 14, 5.000000
22, 105, 5.000000
9, -98, 5.000000
62, -112, 5.000000
76, -41, 5.000000
69, -1, 5.000000
79, 25, -5.000000
49, 30, 5.000000
35, 95, 5.000000
33, -26, 5.000000
21, 144, 5.000000
63, -93, 5.000000
6, -11, 5.000000
43, -131, 5.000000
11, 55, -10.000000
20, -36, 5.000000
34, 140, 5.000000
34, -81, 5.000000
87, -101, 5.000000
24, 57, 5.000000
7, -66, 5.000000
44, -60, 5.000000
10, 116, -10.000000
21, -117, 5.000000
58, -121, 5.000000
72, -38, 5.000000
81, 73, -5.000000
67, 10, 5.000000
53, 35, 5.000000
31, -42, 5.000000
68, -148, 5.000000
39, 80, 5.000000
45, -109, 5.000000
82, -97, 5.000000
9, 133, -10.000000
59, -68, 5.000000
57, 145, 5.000000
80, 30, -5.000000
2, -32, 5.000000
55, -146, 5.000000
15, 8, 5.000000
16, -81, 5.000000
69, -69, 5.000000
46, -94, 5.000000
83, -108, 5.000000
86, 119, 5.000000
65, 136, 5.000000
28, 52, 0.000000
3, -77, 5.000000
40, -57, 5.000000
14, 67, -10.000000
17, -144, 5.000000
70, -6, 5.000000
84, -51, 5.000000
85, 54, -5.000000
71, 7, 5.000000
41, 48, 5.000000
27, -53, 5.000000
64, -129, 5.000000
27, 101, 5.000000
41, -104, 5.000000
13, 138, -10.000000
14, -17, 5.000000
40, 135, 5.000000
3, 29, -10.000000
28, -70, 5.000000
65, -96, 5.000000
88, 147, 5.000000
74, 106, 5.000000
46, 12, 5.000000
69, 149, 5.000000
16, 47, -10.000000
15, -92, 5.000000
52, -46, 5.000000
2, 78, -10.000000
66, -111, 5.000000
73, 35, -5.000000
45, 61, 5.000000
39, -4, 5.000000
31, 126, 5.000000
53, -115, 5.000000
49, 139, 5.000000
21, 37, 5.000000
10, -38, 5.000000
44, 138, 5.000000
7, 22, -10.000000
24, -75, 5.000000
77, -107, 5.000000
54, -140, 5.000000
78, 89, -5.000000
34, 3, 5.000000
20, 82, -10.000000
11, -103, 5.000000
48, -19, 5.000000
6, 101, -10.000000
25, -150, 5.000000
78, -100, 5.000000
77, 48, -5.000000
24, 132, 5.000000
33, 74, 5.000000
35, -15, 5.000000
49, -78, 5.000000
9, 50, -10.000000
22, -63, 5.000000
36, -128, 5.000000
73, -102, 5.000000
80, 137, 5.000000
66, 84, -5.000000
2, -137, 5.000000
38, 22, 5.000000
8, 69, -10.000000
23, -142, 5.000000
60, -8, 5.000000
74, -85, 5.000000
65, 5, 5.000000
28, 143, 5.000000
17, -19, 5.000000
37, 87, 5.000000
47, -38, 5.000000
61, -89, 5.000000
4, -11, 5.000000
13, 63, -10.000000
18, -76, 5.000000
71, -62, 5.000000
32, -101, 5.000000
85, -113, 5.000000
84, 116, 5.000000
70, 67, 5.000000
14, -134, 5.000000
3, 134, 5.000000
26, 45, 0.000000
42, -36, 5.000000
12, 72, -10.000000
19, -129, 5.000000
56, -13, 5.000000
86, -74, 5.000000
83, 37, -5.000000
69, 26, -5.000000
29, -6, 5.000000
43, -89, 5.000000
80, -85, 5.000000
57, -92, 5.000000
87, -131, 5.000000
82, 38, -5.000000
39, -143, 5.000000
0, -24, 5.000000
1, 52, -10.000000
30, -69, 5.000000
67, -49, 5.000000
81, -4, -10.000000
72, 127, 5.000000
58, 62, 5.000000
7, 139, 5.000000
30, 56, 0.000000
54, -61, 5.000000
0, 123, -10.000000
68, -122, 5.000000
87, 46, -5.000000
25, -9, 5.000000
55, -80, 5.000000
83, -146, 5.000000
35, -134, 5.000000
19, 20, 5.000000
5, 41, -10.000000
26, -82, 5.000000
79, -40, 5.000000
76, 114, 5.000000
62, 37, 5.000000
85, 140, 5.000000
32, 8, 5.000000
18, 55, -10.000000
50, -10, 5.000000
4, 102, -10.000000
64, -103, 5.000000
89, 122, 5.000000
75, 59, -5.000000
60, -141, 5.000000
37, -60, 5.000000
51, -67, 5.000000
88, -79, 5.000000
88, 45, -5.000000
47, -145, 5.000000
60, 147, 5.000000
23, 25, 5.000000
38, -99, 5.000000
75, -27, 5.000000
89, -26, -10.000000
64, 69, 5.000000
50, 40, 5.000000
22, 66, -10.000000
62, -11, 5.000000
76, -84, 5.000000
79, 4, -10.000000
56, -130, 5.000000
33, -39, 5.000000
63, -114, 5.000000
48, 134, 5.000000
11, 10, 5.000000
34, -120, 5.000000
87, -10, -10.000000
68, 88, -5.000000
54, 31, 5.000000
77, 150, 5.000000
44, -31, 5.000000
10, 81, -10.000000
58, -32, 5.000000
72, -65, 5.000000
81, 108, 5.000000
67, 17, 5.000000
1, -44, 5.000000
31, -3, 5.000000
45, -82, 5.000000
82, -72, 5.000000
59, -109, 5.000000
57, 116, 5.000000
80, 51, -5.000000
15, 55, -10.000000
69, -58, 5.000000
46, -121, 5.000000
83, -5, -10.000000
86, 104, -5.000000
56, 43, 5.000000
42, 2, 5.000000
40, -20, 5.000000
14, 100, -10.000000
70, -97, 5.000000
84, -86, 5.000000
85, 17, -5.000000
32, 131, 5.000000
71, 34, -5.000000
13, -31, 5.000000
27, -18, 5.000000
41, -93, 5.000000
61, 121, 5.000000
47, 58, 5.000000
3, 32, -10.000000
65, -37, 5.000000
42, -142, 5.000000
74, 119, 5.000000
60, 38, 5.000000
23, 146, 5.000000
89, -141, 5.000000
2, 107, -10.000000
66, -118, 5.000000
73, 6, 5.000000
9, -18, 5.000000
39, -37, 5.000000
31, 133, 5.000000
53, -88, 5.000000
79, 137, 5.000000
49, 110, 5.000000
35, 47, 0.000000
21, 0, 5.000000
7, 45, -10.000000
77, -16, 5.000000
78, 66, -5.000000
6, -123, 5.000000
48, 49, 5.000000
11, 135, -10.000000
11, -132, 5.000000
48, -62, 5.000000
6, 126, -10.000000
78, -127, 5.000000
77, 11, -5.000000
7, -50, 5.000000
21, -5, 5.000000
35, -44, 5.000000
49, -107, 5.000000
79, -142, 5.000000
53, 83, 5.000000
39, 32, 5.000000
9, 21, -10.000000
36, -147, 5.000000
73, -3, 5.000000
66, 113, 5.000000
2, -112, 5.000000
89, 144, 5.000000
52, 12, 5.000000
60, -43, 5.000000
74, -76, 5.000000
42, 137, 5.000000
65, 56, 5.000000
3, -61, 5.000000
47, -63, 5.000000
61, -126, 5.000000
41, 64, 5.000000
27, -133, 5.000000
27, 21, 5.000000
13, 26, -10.000000
71, -39, 5.000000
32, -144, 5.000000
85, -22, -10.000000
84, 81, -5.000000
70, 100, 5.000000
14, -97, 5.000000
40, 23, 5.000000
42, -7, 5.000000
56, -40, 5.000000
86, -85, 5.000000
83, 8, -10.000000
46, 124, 5.000000
69, 37, 5.000000
15, -44, 5.000000
43, -70, 5.000000
80, -64, 5.000000
57, -113, 5.000000
59, 96, 5.000000
82, 67, -5.000000
45, 77, 5.000000
31, 14, 5.000000
1, 47, -10.000000
67, -46, 5.000000
81, -105, 5.000000
72, 68, -5.000000
58, 27, 5.000000
10, -86, 5.000000
81, 138, 5.000000
44, 26, 5.000000
54, -28, 5.000000
68, -93, 5.000000
87, 5, -10.000000
34, 115, 5.000000
11, -23, 5.000000
48, -131, 5.000000
55, -81, 5.000000
63, 125, 5.000000
33, 58, 0.000000
56, 133, 5.000000
5, 52, -10.000000
79, -57, 5.000000
76, 79, -5.000000
62, 14, 5.000000
22, -79, 5.000000
73, -150, 5.000000
50, -45, 5.000000
64, -66, 5.000000
89, 29, -5.000000
75, 30, -5.000000
38, 102, 5.000000
23, -30, 5.000000
51, -96, 5.000000
88, -42, -10.000000
88, 82, -5.000000
51, 70, 5.000000
37, 39, 5.000000
60, 136, 5.000000
75, -8, 5.000000
89, -119, 5.000000
64, 122, 5.000000
4, -123, 5.000000
50, 5, 5.000000
18, -60, 5.000000
85, -129, 5.000000
62, -34, 5.000000
76, -119, 5.000000
79, 35, -5.000000
26, 93, 5.000000
5, -46, 5.000000
19, -17, 5.000000
35, 137, 5.000000
63, -107, 5.000000
83, 149, 5.000000
55, 75, 5.000000
25, 12, 5.000000
87, -19, -10.000000
68, 101, 5.000000
0, -104, 5.000000
54, 48, 5.000000
30, -53, 5.000000
7, -144, 5.000000
44, -1, 5.000000
58, -51, 5.000000
72, -124, 5.000000
81, 7, -10.000000
67, 52, 5.000000
30, 72, 5.000000
1, -49, 5.000000
39, 138, 5.000000
82, -43, 5.000000
57, 95, 5.000000
80, 72, -5.000000
43, 92, 5.000000
29, 1, 5.000000
69, -31, 5.000000
83, -34, 5.000000
86, 77, -5.000000
56, 16, 5.000000
19, 132, 5.000000
12, -77, 5.000000
42, 47, 5.000000
26, -34, 5.000000
3, -131, 5.000000
40, -15, 5.000000
14, 137, -10.000000
70, -80, 5.000000
84, -105, 5.000000
85, 124, 5.000000
32, 120, 5.000000
71, 57, 5.000000
18, 71, -10.000000
13, -4, 5.000000
75, 139, 5.000000
61, 84, 5.000000
47, 33, 5.000000
17, 22, 5.000000
65, -2, 5.000000
74, 80, -5.000000
60, 3, 5.000000
23, 137, 5.000000
8, -66, 5.000000
38, -19, 5.000000
15, -146, 5.000000
52, -28, 5.000000
2, 132, -10.000000
66, -89, 5.000000
80, -150, 5.000000
73, 105, 5.000000
36, 123, 5.000000
22, 50, -10.000000
9, -15, 5.000000
49, 65, 5.000000
35, 50, 0.000000
24, -129, 5.000000
77, -53, 5.000000
78, 103, 5.000000
6, -98, 5.000000
48, 22, 5.000000
20, -87, 5.000000
34, -8, 5.000000
6, 147, 5.000000
78, -86, 5.000000
54, 143, 5.000000
77, 102, 5.000000
24, 78, 5.000000
7, -27, 5.000000
44, -143, 5.000000
10, 33, -10.000000
21, -26, 5.000000
53, 126, 5.000000
31, -115, 5.000000
39, 63, 5.000000
73, -64, 5.000000
66, 106, 5.000000
29, 150, 5.000000
2, -115, 5.000000
52, 41, 5.000000
16, -44, 5.000000
46, -9, 5.000000
74, -111, 5.000000
88, -144, 5.000000
42, 146, 5.000000
65, 83, 5.000000
28, 65, 5.000000
3, -26, 5.000000
40, -132, 5.000000
14, 20, 5.000000
61, -131, 5.000000
13, -143, 5.000000
41, 107, 5.000000
27, -98, 5.000000
64, 132, 5.000000
27, 8, 5.000000
71, -12, 5.000000
85, -43, 5.000000
84, 62, -5.000000
70, 121, 5.000000
17, 131, -10.000000
14, -128, 5.000000
40, 60, 5.000000
28, -57, 5.000000
86, -116, 5.000000
83, 111, -5.000000
46, 97, 5.000000
69, 64, 5.000000
16, 84, -10.000000
15, -13, 5.000000
52, -145, 5.000000
2, 27, -10.000000
80, -27, 5.000000
57, -142, 5.000000
59, 71, 5.000000
9, -130, 5.000000
82, 92, -5.000000
45, 104, 5.000000
39, -85, 5.000000
31, 21, 5.000000
53, -40, 5.000000
67, -7, 5.000000
81, -86, 5.000000
72, 41, -5.000000
58, 4, 5.000000
21, 112, -10.000000
10, -73, 5.000000
44, 55, 5.000000
24, -54, 5.000000
87, 96, -5.000000
34, 108, 5.000000
20, 47, -10.000000
11, -52, 5.000000
43, 134, 5.000000
6, 14, 5.000000
63, 88, 5.000000
21, -149, 5.000000
33, 29, 5.000000
35, -92, 5.000000
49, -27, 5.000000
79, -30, 5.000000
76, 36, -5.000000
62, 19, 5.000000
9, 101, -10.000000
22, -86, 5.000000
36, -3, 5.000000
89, 0, -10.000000
75, 117, 5.000000
38, 123, 5.000000
8, 58, -10.000000
23, -39, 5.000000
88, -5, -10.000000
88, 119, 5.000000
51, 109, 5.000000
17, -112, 5.000000
37, 2, 5.000000
47, -79, 5.000000
61, -14, 5.000000
75, -33, 5.000000
89, -84, 5.000000
64, 31, 5.000000
4, -94, 5.000000
50, 30, 5.000000
13, 106, -10.000000
18, -31, 5.000000
32, -32, 5.000000
79, 78, -5.000000
26, 70, 5.000000
5, -3, 5.000000
42, -119, 5.000000
12, 53, -10.000000
19, -46, 5.000000
55, 102, 5.000000
29, -123, 5.000000
25, 55, 5.000000
43, -54, 5.000000
87, -56, 5.000000
68, 2, 5.000000
0, -67, 5.000000
54, 85, 5.000000
1, 95, -10.000000
30, -20, 5.000000
10, 135, -10.000000
58, 139, 5.000000
81, 26, -5.000000
67, 91, -5.000000
30, 109, 5.000000
1, -30, 5.000000
54, -108, 5.000000
0, 0, 5.000000
82, -18, -10.000000
57, 66, 5.000000
80, 109, 5.000000
43, 115, 5.000000
25, -118, 5.000000
29, 60, 0.000000
55, -33, 5.000000
16, -130, 5.000000
83, -59, 5.000000
86, 38, -5.000000
56, 117, 5.000000
19, 107, -10.000000
12, -120, 5.000000
42, 72, 5.000000
5, 68, -10.000000
26, -5, 5.000000
85, 103, -5.000000
32, 93, 5.000000
71, 84, -5.000000
18, 96, -10.000000
13, -41, 5.000000
50, -93, 5.000000
4, 19, -10.000000
61, 79, 5.000000
84, 144, 5.000000
47, 12, 5.000000
37, -65, 5.000000
17, 41, -10.000000
51, -48, 5.000000
74, 61, -5.000000
60, 120, 5.000000
23, 100, 5.000000
8, -125, 5.000000
38, -58, 5.000000
50, 149, 5.000000
73, 76, -5.000000
36, 64, 0.000000
22, 23, 5.000000
9, -44, 5.000000
62, -82, 5.000000
53, -130, 5.000000
6, -2, 5.000000
49, 36, 5.000000
72, 131, 5.000000
35, 25, 5.000000
33, -84, 5.000000
63, -27, 5.000000
81, -1, -10.000000
78, 8, -10.000000
6, -77, 5.000000
48, 107, 5.000000
11, 113, -10.000000
20, -106, 5.000000
34, -43, 5.000000
77, 65, -5.000000
24, 115, 5.000000
7, -128, 5.000000
44, -114, 5.000000
10, 10, 5.000000
21, -63, 5.000000
58, -67, 5.000000
1, -129, 5.000000
53, 25, 5.000000
31, -88, 5.000000
76, 142, 5.000000
39, 26, 5.000000
45, -39, 5.000000
59, -26, 5.000000
66, 7, 5.000000
2, -90, 5.000000
52, 86, 5.000000
15, 66, -10.000000
16, -23, 5.000000
69, -143, 5.000000
46, -40, 5.000000
74, -134, 5.000000
65, 118, 5.000000
28, 126, 5.000000
3, -115, 5.000000
40, -127, 5.000000
51, 135, 5.000000
14, 57, -10.000000
70, -64, 5.000000
41, 14, 5.000000
4, 134, -10.000000
27, -75, 5.000000
27, 47, 0.000000
41, -42, 5.000000
84, 27, -5.000000
70, 18, 5.000000
14, -91, 5.000000
40, 65, 5.000000
3, 87, -10.000000
28, -4, 5.000000
65, -146, 5.000000
83, 82, -5.000000
46, 74, 5.000000
38, -131, 5.000000
69, 107, 5.000000
16, 105, -10.000000
15, -98, 5.000000
52, -108, 5.000000
55, 136, 5.000000
2, 52, -10.000000
66, -41, 5.000000
80, -6, -10.000000
59, 58, 5.000000
82, 121, 5.000000
45, 3, 5.000000
39, -122, 5.000000
31, 48, 0.000000
53, -61, 5.000000
72, 14, 5.000000
58, 97, 5.000000
21, 91, -10.000000
10, -112, 5.000000
63, -146, 5.000000
44, 76, 5.000000
7, 88, -10.000000
24, -17, 5.000000
30, 139, 5.000000
87, 95, -5.000000
34, 73, 0.000000
20, 20, 5.000000
11, -93, 5.000000
48, -73, 5.000000
6, 35, -10.000000
78, -38, 5.000000
63, 39, 5.000000
33, 112, 5.000000
35, -117, 5.000000
12, -142, 5.000000
49, -8, 5.000000
76, 1, 5.000000
62, 116, 5.000000
9, 72, -10.000000
22, -113, 5.000000
59, -141, 5.000000
36, -38, 5.000000
18, 134, 5.000000
89, 43, 5.000000
75, 72, -5.000000
38, 92, 5.000000
8, 31, -10.000000
23, -76, 5.000000
60, -94, 5.000000
74, -31, 5.000000
88, -32, -10.000000
51, 16, 5.000000
17, -85, 5.000000
37, 109, 5.000000
47, -100, 5.000000
8, -131, 5.000000
61, -19, 5.000000
64, 52, 5.000000
4, -49, 5.000000
50, 123, 5.000000
13, 69, -10.000000
18, -6, 5.000000
71, -124, 5.000000
32, -59, 5.000000
70, 137, 5.000000
79, 117, 5.000000
26, 99, 5.000000
5, -104, 5.000000
42, -110, 5.000000
12, 18, 5.000000
19, -71, 5.000000
56, -83, 5.000000
86, -4, -10.000000
55, 29, 5.000000
29, -96, 5.000000
25, 90, 5.000000
43, -31, 5.000000
57, -30, 5.000000
68, 47, 5.000000
0, -46, 5.000000
54, 78, 5.000000
1, 114, -10.000000
30, -15, 5.000000
67, -119, 5.000000
81, 61, -5.000000
67, 126, 5.000000
30, 118, 5.000000
1, -123, 5.000000
54, -119, 5.000000
0, 37, -10.000000
68, -40, 5.000000
45, -129, 5.000000
57, 37, 5.000000
43, 22, 5.000000
25, -83, 5.000000
29, 87, 5.000000
55, -6, 5.000000
86, 27, -5.000000
33, 141, 5.000000
56, 90, 5.000000
19, 78, -10.000000
12, -27, 5.000000
42, 85, 5.000000
