Day, Diff, Value
83, 139, 5.000000
55, 113, 5.000000
29, -108, 5.000000
25, 6, 5.000000
87, -37, -10.000000
68, 115, 5.000000
0, -114, 5.000000
54, 58, 5.000000
30, -35, 5.000000
7, -130, 5.000000
58, -57, 5.000000
72, -102, 5.000000
81, 9, -10.000000
67, 74, 5.000000
30, 66, 0.000000
1, -15, 5.000000
0, 17, 5.000000
39, 144, 5.000000
82, -33, 5.000000
87, 132, 5.000000
57, 81, 5.000000
80, 94, -5.000000
43, 98, 5.000000
25, -103, 5.000000
29, 11, 5.000000
16, -145, 5.000000
69, -5, 5.000000
83, -44, 5.000000
86, 55, -5.000000
56, 6, 5.000000
19, 122, -10.000000
12, -71, 5.000000
42, 57, 5.000000
26, -56, 5.000000
3, -141, 5.000000
14, 131, -10.000000
70, -70, 5.000000
84, -115, 5.000000
62, 143, 5.000000
85, 118, 5.000000
32, 110, 5.000000
71, 71, -5.000000
18, 81, -10.000000
13, -58, 5.000000
4, 12, 5.000000
75, 145, 5.000000
61, 94, 5.000000
47, 31, 5.000000
37, -82, 5.000000
17, 24, 5.000000
28, -134, 5.000000
65, -32, 5.000000
74, 42, -5.000000
60, 9, 5.000000
23, 119, 5.000000
8, -76, 5.000000
38, -9, 5.000000
2, 142, 5.000000
80, -144, 5.000000
50, 130, 5.000000
73, 99, 5.000000
36, 113, 5.000000
22, 36, 5.000000
9, -53, 5.000000
49, 75, 5.000000
35, 8, 5.000000
33, -77, 5.000000
24, -139, 5.000000
77, -43, 5.000000
78, 25, -5.000000
25, 147, 5.000000
6, -96, 5.000000
48, 28, 5.000000
11, 96, -10.000000
20, -89, 5.000000
34, -30, 5.000000
77, 112, 5.000000
24, 68, 5.000000
7, -13, 5.000000
44, -129, 5.000000
10, 59, -10.000000
21, -48, 5.000000
49, -142, 5.000000
53, 104, 5.000000
31, -101, 5.000000
39, 5, 5.000000
45, -56, 5.000000
73, -38, 5.000000
66, 20, 5.000000
29, 128, 5.000000
2, -73, 5.000000
52, 39, 5.000000
15, 93, -10.000000
16, -38, 5.000000
46, -23, 5.000000
74, -149, 5.000000
65, 69, 5.000000
28, 79, 5.000000
3, -4, 5.000000
40, -142, 5.000000
51, 150, 5.000000
14, 14, 5.000000
13, -133, 5.000000
41, 125, 5.000000
27, -124, 5.000000
64, 138, 5.000000
27, 62, 5.000000
41, -59, 5.000000
85, -49, 5.000000
84, 52, -5.000000
70, 3, 5.000000
17, 149, 5.000000
14, -70, 5.000000
40, 50, 5.000000
3, 70, -10.000000
28, -51, 5.000000
65, -131, 5.000000
86, -138, 5.000000
83, 101, -5.000000
46, 91, 5.000000
69, 90, -5.000000
16, 90, -10.000000
15, -23, 5.000000
2, 5, 5.000000
80, -21, 5.000000
59, 77, 5.000000
9, -144, 5.000000
82, 102, -5.000000
45, 114, 5.000000
39, -79, 5.000000
68, 149, 5.000000
31, 35, 0.000000
53, -46, 5.000000
81, -68, 5.000000
72, 63, 5.000000
58, 126, 5.000000
21, 106, -10.000000
10, -127, 5.000000
44, 61, 5.000000
7, 75, -10.000000
24, -64, 5.000000
87, 110, -5.000000
34, 86, 5.000000
34, -135, 5.000000
20, 37, -10.000000
11, -46, 5.000000
43, 140, 5.000000
6, 16, 5.000000
63, 86, 5.000000
33, 7, 5.000000
35, -70, 5.000000
49, -17, 5.000000
76, 50, -5.000000
62, 101, 5.000000
9, 127, -10.000000
22, -100, 5.000000
36, -53, 5.000000
89, 58, 5.000000
75, 123, 5.000000
38, 77, 5.000000
46, -140, 5.000000
8, 48, -10.000000
23, -57, 5.000000
60, -77, 5.000000
88, -15, -10.000000
88, 109, -5.000000
51, 99, 5.000000
17, -102, 5.000000
37, 28, 5.000000
47, -81, 5.000000
8, -146, 5.000000
61, -4, 5.000000
89, -90, 5.000000
64, 5, 5.000000
4, -72, 5.000000
50, 104, 5.000000
13, 116, -10.000000
18, -21, 5.000000
32, -42, 5.000000
22, 130, 5.000000
79, 68, -5.000000
26, 112, 5.000000
5, -9, 5.000000
42, -125, 5.000000
12, 3, 5.000000
19, -56, 5.000000
56, -66, 5.000000
55, 108, 5.000000
29, -113, 5.000000
25, 41, 5.000000
43, -48, 5.000000
20, -135, 5.000000
57, -15, 5.000000
68, 24, 5.000000
0, -93, 5.000000
54, 95, 5.000000
1, 65, -10.000000
30, -26, 5.000000
10, 145, 5.000000
58, 133, 5.000000
81, 44, -5.000000
67, 81, -5.000000
30, 103, 5.000000
1, -108, 5.000000
54, -98, 5.000000
0, 54, -10.000000
68, -55, 5.000000
45, -146, 5.000000
82, -8, -10.000000
57, 52, 5.000000
82, -40, 5.000000
80, 115, 5.000000
43, 121, 5.000000
25, -68, 5.000000
29, 38, 0.000000
55, -59, 5.000000
86, 40, -5.000000
56, 107, 5.000000
19, 97, -10.000000
12, -106, 5.000000
42, 66, 5.000000
5, 94, -10.000000
26, -11, 5.000000
62, 144, 5.000000
85, 81, -5.000000
32, 67, 0.000000
71, 98, 5.000000
18, 106, -10.000000
13, -95, 5.000000
50, -83, 5.000000
4, 41, -10.000000
64, -44, 5.000000
61, 57, 5.000000
84, 142, 5.000000
47, 122, 5.000000
37, -119, 5.000000
17, 51, -10.000000
51, -58, 5.000000
74, 55, -5.000000
37, 129, 5.000000
60, 102, 5.000000
23, 82, 5.000000
8, -103, 5.000000
38, -56, 5.000000
73, 70, -5.000000
36, 94, 5.000000
22, 25, 5.000000
9, -82, 5.000000
62, -96, 5.000000
76, -25, 5.000000
5, -132, 5.000000
49, 46, 5.000000
35, 111, 5.000000
33, -106, 5.000000
63, -13, 5.000000
78, 2, 5.000000
6, -59, 5.000000
48, 113, 5.000000
11, 71, -10.000000
20, -116, 5.000000
34, -33, 5.000000
30, -147, 5.000000
77, 75, -5.000000
24, 105, 5.000000
7, -114, 5.000000
44, -108, 5.000000
63, 136, 5.000000
10, 4, 5.000000
21, -69, 5.000000
58, -73, 5.000000
72, -22, 5.000000
53, 19, 5.000000
0, 129, -10.000000
31, -90, 5.000000
76, 148, 5.000000
39, 96, 5.000000
45, -29, 5.000000
82, -145, 5.000000
59, -20, 5.000000
66, 49, 5.000000
2, -48, 5.000000
52, 76, 5.000000
15, 120, -10.000000
69, -117, 5.000000
46, -46, 5.000000
74, -140, 5.000000
26, -136, 5.000000
65, 120, 5.000000
28, 100, 5.000000
3, -125, 5.000000
40, -105, 5.000000
14, 51, -10.000000
70, -54, 5.000000
84, -3, -10.000000
41, 0, 5.000000
27, -69, 5.000000
27, 85, 5.000000
41, -24, 5.000000
84, 17, -5.000000
70, 36, -5.000000
14, -33, 5.000000
40, 87, 5.000000
3, 109, -10.000000
28, -22, 5.000000
65, -112, 5.000000
26, 150, 5.000000
86, -149, 5.000000
83, 72, -5.000000
46, 60, 5.000000
69, 101, 5.000000
16, 127, -10.000000
15, -108, 5.000000
52, -126, 5.000000
2, 62, -10.000000
66, -63, 5.000000
59, 32, 5.000000
82, 131, 5.000000
45, 13, 5.000000
39, -116, 5.000000
31, 78, 5.000000
53, -3, 5.000000
72, 4, 5.000000
58, 91, 5.000000
21, 85, -10.000000
10, -22, 5.000000
44, 90, 5.000000
7, 102, -10.000000
24, -27, 5.000000
77, -91, 5.000000
78, 137, 5.000000
87, 69, -5.000000
34, 51, 0.000000
20, 2, 5.000000
11, -87, 5.000000
48, -67, 5.000000
6, 53, -10.000000
78, -52, 5.000000
63, 61, 5.000000
33, 122, 5.000000
35, -127, 5.000000
12, -136, 5.000000
49, -62, 5.000000
76, 15, -5.000000
62, 78, 5.000000
9, 66, -10.000000
22, -15, 5.000000
59, -135, 5.000000
36, -48, 5.000000
73, -86, 5.000000
18, 144, 5.000000
66, 132, 5.000000
75, 94, -5.000000
38, 38, 5.000000
8, 21, -10.000000
23, -94, 5.000000
60, -88, 5.000000
37, -145, 5.000000
74, -5, 5.000000
51, 6, 5.000000
17, -67, 5.000000
37, 103, 5.000000
47, -118, 5.000000
8, -141, 5.000000
61, -41, 5.000000
41, 141, 5.000000
64, 58, 5.000000
4, -59, 5.000000
50, 69, 5.000000
13, 79, -10.000000
18, -124, 5.000000
71, -110, 5.000000
32, -53, 5.000000
85, -65, 5.000000
70, 147, 5.000000
79, 99, -5.000000
26, 29, 5.000000
5, -110, 5.000000
42, -84, 5.000000
12, 24, -10.000000
19, -81, 5.000000
56, -93, 5.000000
33, -132, 5.000000
86, -26, -10.000000
55, 11, 5.000000
29, -86, 5.000000
25, 76, 5.000000
43, -9, 5.000000
57, -44, 5.000000
45, 130, 5.000000
68, 37, 5.000000
14, -1, 5.000000
54, 112, 5.000000
1, 100, -10.000000
30, -117, 5.000000
67, -97, 5.000000
81, -52, 5.000000
67, 116, 5.000000
30, 8, 5.000000
1, -113, 5.000000
54, -77, 5.000000
0, 43, -10.000000
68, -42, 5.000000
57, 31, 5.000000
20, 149, 5.000000
43, 28, 5.000000
25, -89, 5.000000
29, 65, 5.000000
55, -32, 5.000000
86, 13, -10.000000
56, 80, 5.000000
19, 68, -10.000000
12, -13, 5.000000
42, 111, 5.000000
5, 121, -10.000000
26, -98, 5.000000
79, -120, 5.000000
70, -144, 5.000000
32, 56, 0.000000
71, 121, 5.000000
18, 7, 5.000000
13, -68, 5.000000
50, -122, 5.000000
4, 54, -10.000000
64, -55, 5.000000
61, 20, 5.000000
8, 128, -10.000000
47, 97, 5.000000
37, -108, 5.000000
17, 86, -10.000000
51, -19, 5.000000
88, 29, -5.000000
74, 16, -5.000000
60, 67, 5.000000
23, 73, 5.000000
8, -1, 5.000000
38, -83, 5.000000
75, -75, 5.000000
89, -42, -10.000000
18, -133, 5.000000
36, 59, 0.000000
59, 138, 5.000000
22, 114, 5.000000
9, -79, 5.000000
62, -123, 5.000000
76, -4, 5.000000
49, 1, 5.000000
12, 147, 5.000000
35, 114, 5.000000
33, -119, 5.000000
63, -34, 5.000000
78, 39, -5.000000
6, -34, 5.000000
48, 86, 5.000000
11, 90, -10.000000
20, -23, 5.000000
34, -72, 5.000000
87, -90, 5.000000
78, -150, 5.000000
30, -138, 5.000000
24, 14, 5.000000
7, -91, 5.000000
44, -79, 5.000000
10, 97, -10.000000
21, -90, 5.000000
58, -112, 5.000000
72, -49, 5.000000
53, 62, 5.000000
31, -51, 5.000000
39, 127, 5.000000
45, -2, 5.000000
82, -120, 5.000000
59, -61, 5.000000
80, 3, -10.000000
66, 42, 5.000000
2, -51, 5.000000
55, -139, 5.000000
52, 105, 5.000000
15, 103, -10.000000
16, -108, 5.000000
69, -106, 5.000000
38, 140, 5.000000
46, -73, 5.000000
83, -85, 5.000000
65, 147, 5.000000
28, 1, 5.000000
3, -90, 5.000000
40, -68, 5.000000
14, 84, -10.000000
70, -17, 5.000000
84, -38, 5.000000
41, 43, 5.000000
27, -34, 5.000000
27, 72, 5.000000
4, -129, 5.000000
41, -13, 5.000000
70, 57, 5.000000
14, -64, 5.000000
51, -138, 5.000000
40, 124, 5.000000
3, 112, -10.000000
28, -121, 5.000000
65, -117, 5.000000
74, 135, 5.000000
46, 33, 5.000000
69, 128, 5.000000
16, 20, 5.000000
15, -77, 5.000000
52, -81, 5.000000
2, 91, -10.000000
29, -144, 5.000000
66, -6, 5.000000
59, 7, 5.000000
45, 40, 5.000000
39, -21, 5.000000
76, -137, 5.000000
31, 85, 5.000000
53, -104, 5.000000
1, 130, -10.000000
58, 68, 5.000000
21, 48, -10.000000
10, -9, 5.000000
44, 119, 5.000000
7, 125, -10.000000
24, -118, 5.000000
77, -128, 5.000000
34, 44, 0.000000
20, 111, -10.000000
11, -116, 5.000000
48, -110, 5.000000
6, 78, -10.000000
25, -131, 5.000000
78, -15, 5.000000
63, 24, 5.000000
33, 93, 5.000000
35, -28, 5.000000
72, -134, 5.000000
49, -91, 5.000000
53, 131, 5.000000
62, 83, 5.000000
9, 37, -10.000000
22, -22, 5.000000
36, -67, 5.000000
73, -115, 5.000000
50, -148, 5.000000
38, 59, 5.000000
8, 122, -10.000000
23, -103, 5.000000
60, -123, 5.000000
74, -60, 5.000000
28, 148, 5.000000
51, 45, 5.000000
17, -48, 5.000000
37, 66, 5.000000
47, -15, 5.000000
84, -147, 5.000000
61, -78, 5.000000
41, 144, 5.000000
4, -30, 5.000000
50, 94, 5.000000
13, 42, -10.000000
18, -95, 5.000000
71, -87, 5.000000
32, -96, 5.000000
85, -102, 5.000000
26, 6, 5.000000
5, -67, 5.000000
42, -55, 5.000000
12, 117, -10.000000
19, -110, 5.000000
56, -120, 5.000000
86, -37, -10.000000
68, -1, 5.000000
83, 56, -5.000000
16, 143, 5.000000
55, 38, 5.000000
29, -59, 5.000000
25, 119, 5.000000
43, -118, 5.000000
80, -112, 5.000000
57, -65, 5.000000
82, 19, -5.000000
0, -3, 5.000000
1, 31, -10.000000
30, -84, 5.000000
67, -94, 5.000000
81, -25, 5.000000
58, -138, 5.000000
10, -134, 5.000000
30, 45, 0.000000
1, -94, 5.000000
54, -44, 5.000000
0, 64, -10.000000
68, -13, 5.000000
87, 53, -5.000000
57, 2, 5.000000
43, 51, 5.000000
25, -54, 5.000000
29, 124, 5.000000
55, -97, 5.000000
19, 43, -10.000000
12, -56, 5.000000
5, 4, 5.000000
26, -69, 5.000000
79, -73, 5.000000
35, -1, 5.000000
32, 29, 5.000000
18, 32, -10.000000
13, -105, 5.000000
50, -29, 5.000000
4, 83, -10.000000
64, -18, 5.000000
89, 77, -5.000000
75, 46, -5.000000
61, 15, 5.000000
47, 76, 5.000000
17, 105, -10.000000
51, -112, 5.000000
88, -122, 5.000000
88, 2, -10.000000
47, -134, 5.000000
23, 36, 5.000000
8, -61, 5.000000
38, -122, 5.000000
75, -120, 5.000000
89, -7, -10.000000
73, 140, 5.000000
36, 0, 5.000000
22, 87, 5.000000
9, -108, 5.000000
62, -18, 5.000000
76, -39, 5.000000
79, 19, -5.000000
35, 89, 5.000000
33, -20, 5.000000
21, 150, 5.000000
63, -91, 5.000000
6, -13, 5.000000
11, 49, -10.000000
20, -42, 5.000000
34, -107, 5.000000
87, -99, 5.000000
77, 129, 5.000000
24, 51, 5.000000
44, -50, 5.000000
10, 74, -10.000000
21, -127, 5.000000
58, -3, 5.000000
72, -44, 5.000000
81, 87, -5.000000
67, 4, 5.000000
31, -24, 5.000000
39, 90, 5.000000
45, -103, 5.000000
82, -91, 5.000000
9, 131, -10.000000
59, -90, 5.000000
57, 143, 5.000000
80, 24, -5.000000
2, -26, 5.000000
52, 150, 5.000000
15, 2, 5.000000
16, -87, 5.000000
69, -79, 5.000000
46, -104, 5.000000
83, -114, 5.000000
86, 125, 5.000000
28, 62, 5.000000
40, -63, 5.000000
14, 121, -10.000000
17, -130, 5.000000
70, -128, 5.000000
84, -57, 5.000000
85, 44, -5.000000
71, 9, 5.000000
27, -11, 5.000000
64, -135, 5.000000
27, 111, 5.000000
41, -106, 5.000000
13, 144, 5.000000
61, 132, 5.000000
14, -27, 5.000000
40, 129, 5.000000
3, 23, -10.000000
28, -68, 5.000000
65, -82, 5.000000
42, -145, 5.000000
88, 141, 5.000000
74, 96, -5.000000
60, 51, 5.000000
46, 10, 5.000000
16, 41, -10.000000
52, -44, 5.000000
2, 116, -10.000000
29, -149, 5.000000
66, -105, 5.000000
73, 57, -5.000000
36, 139, 5.000000
39, -58, 5.000000
31, 112, 5.000000
53, -125, 5.000000
49, 145, 5.000000
21, 27, 5.000000
10, -48, 5.000000
44, 140, 5.000000
7, 24, -10.000000
24, -81, 5.000000
77, -101, 5.000000
54, -142, 5.000000
78, 87, -5.000000
6, -146, 5.000000
48, 38, 5.000000
34, 9, 5.000000
20, 84, -10.000000
48, -9, 5.000000
6, 99, -10.000000
78, -102, 5.000000
77, 54, -5.000000
35, -53, 5.000000
49, -72, 5.000000
9, 8, 5.000000
22, -49, 5.000000
36, -102, 5.000000
73, -112, 5.000000
80, 147, 5.000000
66, 90, -5.000000
2, -131, 5.000000
52, 25, 5.000000
38, 28, 5.000000
8, 95, -10.000000
23, -140, 5.000000
60, -30, 5.000000
74, -95, 5.000000
65, 3, 5.000000
17, -21, 5.000000
47, -36, 5.000000
61, -83, 5.000000
75, -142, 5.000000
71, 130, 5.000000
13, 5, 5.000000
18, -70, 5.000000
71, -60, 5.000000
32, -123, 5.000000
85, -123, 5.000000
84, 110, -5.000000
70, 73, -5.000000
14, -144, 5.000000
40, 12, 5.000000
3, 128, -10.000000
26, 35, 5.000000
42, -46, 5.000000
12, 82, -10.000000
19, -135, 5.000000
56, -19, 5.000000
86, -68, 5.000000
83, 31, -5.000000
69, 16, 5.000000
29, -32, 5.000000
43, -95, 5.000000
80, -75, 5.000000
57, -94, 5.000000
59, 119, 5.000000
82, 44, -5.000000
39, -133, 5.000000
1, 50, -10.000000
30, -79, 5.000000
67, -55, 5.000000
81, -6, -10.000000
72, 121, 5.000000
58, 52, 5.000000
44, 7, 5.000000
7, 141, 5.000000
30, 54, 0.000000
54, -55, 5.000000
0, 101, -10.000000
68, -104, 5.000000
87, 16, -10.000000
25, -19, 5.000000
55, -70, 5.000000
89, -1, -10.000000
63, 104, 5.000000
35, -140, 5.000000
19, 14, 5.000000
5, 47, -10.000000
26, -92, 5.000000
79, -46, 5.000000
76, 116, 5.000000
62, 35, 5.000000
85, 130, 5.000000
18, 61, -10.000000
50, -4, 5.000000
4, 120, -10.000000
64, -125, 5.000000
89, 112, -5.000000
75, 5, 5.000000
60, -139, 5.000000
37, -38, 5.000000
51, -73, 5.000000
88, -85, 5.000000
88, 39, -5.000000
51, 93, 5.000000
60, 149, 5.000000
23, 3, 5.000000
38, -101, 5.000000
75, -17, 5.000000
89, -100, 5.000000
64, 79, 5.000000
50, 46, 5.000000
22, 72, -10.000000
62, -13, 5.000000
76, -74, 5.000000
79, 62, -5.000000
5, -51, 5.000000
56, -136, 5.000000
33, -57, 5.000000
63, -128, 5.000000
55, 86, 5.000000
48, 128, 5.000000
11, 20, -10.000000
34, -114, 5.000000
87, -8, -10.000000
68, 82, -5.000000
54, 5, 5.000000
44, -21, 5.000000
81, -137, 5.000000
10, 87, -10.000000
58, -26, 5.000000
72, -71, 5.000000
81, 106, -5.000000
67, 43, 5.000000
1, -46, 5.000000
31, -9, 5.000000
45, -76, 5.000000
82, -66, 5.000000
59, -99, 5.000000
57, 114, 5.000000
80, 61, -5.000000
43, 67, 5.000000
15, 41, -10.000000
69, -36, 5.000000
83, -11, -10.000000
86, 86, -5.000000
56, 37, 5.000000
42, 24, 5.000000
40, -26, 5.000000
14, 98, -10.000000
70, -91, 5.000000
84, -84, 5.000000
85, 23, -5.000000
32, 141, 5.000000
71, 36, -5.000000
13, -25, 5.000000
27, -24, 5.000000
27, 130, 5.000000
41, -71, 5.000000
71, -146, 5.000000
61, 127, 5.000000
47, 60, 5.000000
3, 58, -10.000000
65, -63, 5.000000
74, 77, -5.000000
60, 40, 5.000000
23, 148, 5.000000
52, -15, 5.000000
2, 145, 5.000000
66, -80, 5.000000
73, 28, -5.000000
36, 144, 5.000000
9, -28, 5.000000
39, -35, 5.000000
53, -82, 5.000000
79, 131, 5.000000
49, 116, 5.000000
35, 41, 5.000000
21, 6, 5.000000
7, 55, -10.000000
77, -10, 5.000000
78, 120, 5.000000
6, -125, 5.000000
48, 59, 5.000000
11, 129, -10.000000
48, -52, 5.000000
6, 132, -10.000000
78, -65, 5.000000
54, 144, 5.000000
77, 17, -5.000000
7, -48, 5.000000
21, -15, 5.000000
49, -109, 5.000000
79, -140, 5.000000
67, 148, 5.000000
53, 73, 5.000000
31, -136, 5.000000
39, 42, 5.000000
9, 19, -10.000000
73, -5, 5.000000
66, 119, 5.000000
2, -106, 5.000000
89, 142, 5.000000
52, 6, 5.000000
60, -33, 5.000000
74, -118, 5.000000
42, 143, 5.000000
65, 38, 5.000000
3, -35, 5.000000
61, -120, 5.000000
41, 94, 5.000000
27, 31, 5.000000
71, -29, 5.000000
32, -134, 5.000000
85, -32, -10.000000
84, 75, -5.000000
70, 98, 5.000000
14, -107, 5.000000
40, 17, 5.000000
56, -46, 5.000000
86, -111, 5.000000
83, 2, -10.000000
46, 122, 5.000000
69, 59, 5.000000
15, -50, 5.000000
80, -54, 5.000000
57, -123, 5.000000
59, 106, 5.000000
82, 73, -5.000000
45, 83, 5.000000
31, 0, 5.000000
67, -20, 5.000000
81, -99, 5.000000
72, 94, -5.000000
58, 17, 5.000000
10, -96, 5.000000
81, 144, 5.000000
44, 28, 5.000000
24, -33, 5.000000
77, -149, 5.000000
54, -30, 5.000000
68, -91, 5.000000
87, 15, -10.000000
34, 121, 5.000000
11, -13, 5.000000
63, 119, 5.000000
33, 32, 5.000000
79, -7, 5.000000
76, 81, -5.000000
62, 4, 5.000000
22, -65, 5.000000
36, -22, 5.000000
50, -39, 5.000000
64, -72, 5.000000
89, 27, -5.000000
75, 24, -5.000000
38, 108, 5.000000
8, 47, -10.000000
23, -28, 5.000000
47, 150, 5.000000
88, -48, -10.000000
88, 76, -5.000000
51, 64, 5.000000
37, 61, 5.000000
75, -62, 5.000000
89, -121, 5.000000
64, 100, 5.000000
4, -97, 5.000000
50, 11, 5.000000
18, -54, 5.000000
32, -11, 5.000000
85, -139, 5.000000
62, -44, 5.000000
76, -109, 5.000000
79, 37, -5.000000
26, 83, 5.000000
5, -24, 5.000000
12, 34, -10.000000
19, -23, 5.000000
35, 131, 5.000000
83, 143, 5.000000
55, 77, 5.000000
29, -112, 5.000000
25, 10, 5.000000
87, -41, -10.000000
68, 127, 5.000000
0, -126, 5.000000
54, 62, 5.000000
30, -63, 5.000000
7, -134, 5.000000
58, -61, 5.000000
72, -98, 5.000000
81, 13, -5.000000
67, 78, -5.000000
30, 70, 5.000000
1, -11, 5.000000
0, 21, 5.000000
39, 140, 5.000000
82, -37, 5.000000
87, 128, 5.000000
57, 85, 5.000000
80, 82, -5.000000
43, 102, 5.000000
25, -99, 5.000000
29, 7, 5.000000
69, -25, 5.000000
83, -40, 5.000000
86, 75, -5.000000
56, 10, 5.000000
19, 126, -10.000000
12, -75, 5.000000
42, 37, 5.000000
26, -44, 5.000000
3, -137, 5.000000
14, 135, -10.000000
70, -66, 5.000000
84, -119, 5.000000
85, 114, 5.000000
32, 98, 5.000000
71, 67, 5.000000
18, 77, -10.000000
13, -62, 5.000000
4, 8, 5.000000
75, 149, 5.000000
61, 90, 5.000000
47, 27, 5.000000
37, -86, 5.000000
17, 28, -10.000000
28, -138, 5.000000
65, -28, 5.000000
74, 86, -5.000000
60, 5, 5.000000
23, 115, 5.000000
8, -72, 5.000000
38, -21, 5.000000
2, 138, 5.000000
66, -83, 5.000000
80, -140, 5.000000
73, 103, 5.000000
36, 125, 5.000000
22, 56, -10.000000
9, -49, 5.000000
49, 79, 5.000000
35, 12, 5.000000
33, -73, 5.000000
24, -135, 5.000000
77, -47, 5.000000
78, 29, -5.000000
6, -92, 5.000000
48, 16, 5.000000
11, 100, -10.000000
20, -93, 5.000000
34, -1, 5.000000
78, -96, 5.000000
77, 108, 5.000000
24, 72, 5.000000
7, -17, 5.000000
44, -133, 5.000000
10, 39, -10.000000
21, -36, 5.000000
49, -138, 5.000000
53, 116, 5.000000
31, -121, 5.000000
39, 1, 5.000000
45, -60, 5.000000
73, -34, 5.000000
66, 16, 5.000000
2, -77, 5.000000
52, 35, 5.000000
15, 89, -10.000000
16, -34, 5.000000
69, -148, 5.000000
46, -19, 5.000000
74, -105, 5.000000
88, -150, 5.000000
65, 89, 5.000000
28, 75, 5.000000
3, -32, 5.000000
40, -138, 5.000000
14, 18, 5.000000
13, -137, 5.000000
41, 97, 5.000000
27, -104, 5.000000
64, 142, 5.000000
27, 50, 0.000000
41, -55, 5.000000
71, -1, 5.000000
85, -53, 5.000000
84, 48, -5.000000
70, 7, 5.000000
17, 137, 5.000000
14, -66, 5.000000
40, 54, 5.000000
3, 74, -10.000000
28, -55, 5.000000
65, -143, 5.000000
86, -118, 5.000000
83, 105, -5.000000
46, 95, 5.000000
69, 70, 5.000000
16, 94, -10.000000
15, -11, 5.000000
2, 1, 5.000000
80, -17, 5.000000
59, 65, 5.000000
9, -140, 5.000000
82, 98, -5.000000
45, 110, 5.000000
39, -83, 5.000000
68, 145, 5.000000
31, 47, 0.000000
53, -34, 5.000000
67, -13, 5.000000
81, -80, 5.000000
72, 35, -5.000000
58, 122, 5.000000
21, 118, 5.000000
10, -115, 5.000000
44, 57, 5.000000
7, 71, -10.000000
24, -60, 5.000000
87, 106, -5.000000
34, 82, 5.000000
34, -139, 5.000000
20, 33, 5.000000
11, -42, 5.000000
43, 128, 5.000000
6, 20, -10.000000
63, 82, 5.000000
33, 27, 5.000000
35, -66, 5.000000
49, -29, 5.000000
79, -28, 5.000000
76, 46, -5.000000
62, 105, 5.000000
9, 99, -10.000000
22, -112, 5.000000
36, -9, 5.000000
89, 62, 5.000000
75, 127, 5.000000
38, 65, 5.000000
46, -136, 5.000000
8, 52, -10.000000
23, -61, 5.000000
88, -11, -10.000000
88, 113, -5.000000
51, 103, 5.000000
17, -98, 5.000000
37, 24, 5.000000
47, -85, 5.000000
61, -8, 5.000000
75, -39, 5.000000
89, -86, 5.000000
64, 25, 5.000000
4, -92, 5.000000
50, 100, 5.000000
13, 112, -10.000000
18, -25, 5.000000
32, -22, 5.000000
22, 134, 5.000000
79, 64, -5.000000
26, 124, 5.000000
5, -13, 5.000000
42, -113, 5.000000
12, 63, -10.000000
19, -52, 5.000000
55, 104, 5.000000
29, -117, 5.000000
25, 45, 5.000000
43, -44, 5.000000
57, -11, 5.000000
68, 4, 5.000000
0, -89, 5.000000
54, 83, 5.000000
1, 69, -10.000000
30, -22, 5.000000
58, 129, 5.000000
81, 32, -5.000000
67, 85, -5.000000
30, 107, 5.000000
1, -24, 5.000000
54, -110, 5.000000
0, 10, 5.000000
45, -150, 5.000000
82, -12, -10.000000
57, 56, 5.000000
80, 119, 5.000000
43, 125, 5.000000
25, -128, 5.000000
29, 34, 0.000000
55, -63, 5.000000
16, -136, 5.000000
86, 44, -5.000000
33, 144, 5.000000
56, 111, 5.000000
19, 101, -10.000000
12, -110, 5.000000
42, 78, 5.000000
5, 90, -10.000000
26, -15, 5.000000
62, 148, 5.000000
85, 93, -5.000000
32, 71, 0.000000
71, 94, -5.000000
18, 102, -10.000000
13, -35, 5.000000
50, -87, 5.000000
4, 21, -10.000000
61, 53, 5.000000
84, 138, 5.000000
47, 6, 5.000000
37, -75, 5.000000
17, 55, -10.000000
51, -54, 5.000000
74, 51, -5.000000
37, 141, 5.000000
60, 98, 5.000000
23, 110, 5.000000
8, -99, 5.000000
38, -52, 5.000000
73, 74, -5.000000
36, 90, 5.000000
22, 29, 5.000000
9, -46, 5.000000
62, -92, 5.000000
76, -29, 5.000000
53, -140, 5.000000
5, -136, 5.000000
49, 34, 5.000000
35, 19, 5.000000
33, -86, 5.000000
78, 6, -10.000000
6, -71, 5.000000
48, 117, 5.000000
11, 123, -10.000000
20, -120, 5.000000
34, -37, 5.000000
77, 71, -5.000000
24, 109, 5.000000
7, -118, 5.000000
44, -112, 5.000000
10, 0, 5.000000
21, -57, 5.000000
58, -77, 5.000000
72, -18, 5.000000
53, 31, 5.000000
0, 133, 5.000000
31, -94, 5.000000
76, 144, 5.000000
39, 28, 5.000000
45, -33, 5.000000
82, -149, 5.000000
59, -32, 5.000000
66, 13, 5.000000
2, -84, 5.000000
52, 72, 5.000000
15, 68, -10.000000
16, -13, 5.000000
69, -137, 5.000000
46, -42, 5.000000
74, -144, 5.000000
65, 124, 5.000000
28, 96, 5.000000
3, -121, 5.000000
40, -101, 5.000000
51, 129, 5.000000
14, 55, -10.000000
