date,arrive,sh_order,sh_PV,sh_UV,sh_single_avg_px,sh_round_avg_px,sh_single_px_mid,sh_round_px_mid,bj_order,bj_PV,bj_UV,bj_single_avg_px,bj_round_avg_px,bj_single_px_mid,bj_round_px_mid
2016/3/12,Î÷ÑÅÍ¼,114,1311,593,11031 ,5042 ,6135 ,5042 ,114,1541,645,2748 ,5987 ,2325 ,5042 
2016/3/13,Î÷ÑÅÍ¼,138,1564,627,,11882 ,,9514 ,119,1568,672,3728 ,7055 ,3203 ,9514 
2016/3/14,Î÷ÑÅÍ¼,116,2103,722,10437 ,14982 ,6415 ,13245 ,123,1912,801,3561 ,5689 ,2340 ,13245 
2016/3/15,Î÷ÑÅÍ¼,123,1783,744,3834 ,7623 ,3125 ,6958 ,122,1853,798,3563 ,15396 ,2327 ,6958 
2016/3/16,Î÷ÑÅÍ¼,121,1702,737,5068 ,8763 ,4130 ,8730 ,123,2012,825,3958 ,8643 ,2323 ,8730 
2016/3/17,Î÷ÑÅÍ¼,117,1731,728,3565 ,8230 ,3081 ,5300 ,116,2071,816,4635 ,8700 ,4547 ,5300 
2016/3/18,Î÷ÑÅÍ¼,124,1694,711,,9706 ,,10145 ,129,1835,748,6106 ,6090 ,5258 ,10145 
2016/3/19,Î÷ÑÅÍ¼,114,1410,588,5415 ,10374 ,3357 ,7989 ,116,1497,598,4176 ,8101 ,3768 ,7989 
2016/3/20,Î÷ÑÅÍ¼,108,1274,591,4709 ,11757 ,4709 ,11757 ,112,1354,565,18336 ,6276 ,18336 ,11757 
2016/3/21,Î÷ÑÅÍ¼,111,1735,747,7846 ,5939 ,7231 ,5042 ,111,2082,827,4670 ,9051 ,4744 ,5042 
2016/3/22,Î÷ÑÅÍ¼,131,1837,725,5037 ,17139 ,3802 ,8696 ,121,2364,843,,16860 ,,8696 
2016/3/23,Î÷ÑÅÍ¼,132,1940,775,4831 ,8916 ,4831 ,8465 ,130,1932,765,7593 ,7433 ,6148 ,8465 
2016/3/24,Î÷ÑÅÍ¼,111,1873,717,,9148 ,,5820 ,114,1959,762,5909 ,14385 ,3469 ,5820 
2016/3/25,Î÷ÑÅÍ¼,138,1929,707,7050 ,9343 ,6540 ,5937 ,109,1705,709,5670 ,4658 ,4748 ,5937 
2016/3/26,Î÷ÑÅÍ¼,120,1275,568,11912 ,13020 ,10159 ,10967 ,125,1364,644,,8146 ,,10967 
2016/3/27,Î÷ÑÅÍ¼,126,1430,559,12023 ,6773 ,10061 ,5668 ,114,1506,644,4788 ,7442 ,3743 ,5668 
2016/3/28,Î÷ÑÅÍ¼,132,2023,745,4312 ,14878 ,3957 ,9809 ,132,2130,817,4214 ,14841 ,3686 ,9809 
